Date,Open,High,Low,Close,Adj Close,Volume
2018-04-01,0.04244299978017807,0.04790100082755089,0.025761999189853668,0.03390900045633316,0.03390900045633316,11634006
2018-05-01,0.034735001623630524,0.05778999999165535,0.027744999155402184,0.033424001187086105,0.033424001187086105,15881456
2018-06-01,0.033438000828027725,0.033948998898267746,0.014127999544143677,0.01690099947154522,0.01690099947154522,8033685
2018-07-01,0.016868000850081444,0.027543000876903534,0.012497000396251678,0.02329299971461296,0.02329299971461296,8534427
2018-08-01,0.02370000071823597,0.030067000538110733,0.01558700017631054,0.023148000240325928,0.023148000240325928,24983294
2018-09-01,0.023043999448418617,0.02369599975645542,0.01346100028604269,0.014307999983429909,0.014307999983429909,12295687
2018-10-01,0.01425000000745058,0.06574899703264236,0.013832000084221363,0.040727000683546066,0.040727000683546066,793978309
2018-11-01,0.040550000965595245,0.05118300020694733,0.013561000116169453,0.01816200092434883,0.01816200092434883,373190181
2018-12-01,0.01836100034415722,0.020997999235987663,0.011657999828457832,0.01282500009983778,0.01282500009983778,80423055
2019-01-01,0.012884000316262245,0.015769999474287033,0.010831000283360481,0.010923000052571297,0.010923000052571297,90161446
2019-02-01,0.010986000299453735,0.014979000203311443,0.0095229996368289,0.013282000087201595,0.013282000087201595,101412004
2019-03-01,0.013284999877214432,0.06927700340747833,0.013160999864339828,0.06066799908876419,0.06066799908876419,1217631702
2019-04-01,0.06058499962091446,0.07413999736309052,0.04366900026798248,0.05058100074529648,0.05058100074529648,666253622
2019-05-01,0.05058100074529648,0.06960199773311615,0.041140999644994736,0.06021599844098091,0.06021599844098091,680072777
2019-06-01,0.060217998921871185,0.08025799691677094,0.05186200141906738,0.05221499875187874,0.05221499875187874,999381551
2019-07-01,0.05221499875187874,0.05893100053071976,0.03740600124001503,0.04304099828004837,0.04304099828004837,542728159
2019-08-01,0.0430620014667511,0.043806999921798706,0.030218999832868576,0.03115900047123432,0.03115900047123432,396548071
2019-09-01,0.03214000165462494,0.03722500056028366,0.025110000744462013,0.030773000791668892,0.030773000791668892,478878696
2019-10-01,0.03078800067305565,0.03869900107383728,0.02711999975144863,0.029171999543905258,0.029171999543905258,558121818
2019-11-01,0.0291569996625185,0.03052699938416481,0.019694000482559204,0.022678999230265617,0.022678999230265617,271720710
2019-12-01,0.022683000192046165,0.034150999039411545,0.020059000700712204,0.022933000698685646,0.022933000698685646,453107810
2020-01-01,0.022923000156879425,0.02827499993145466,0.021900000050663948,0.027563000097870827,0.027563000097870827,288186511
2020-02-01,0.027536999434232712,0.04154200106859207,0.024739999324083328,0.025784000754356384,0.025784000754356384,727651959
2020-03-01,0.02576499991118908,0.029140999540686607,0.008794000372290611,0.015351000241935253,0.015351000241935253,352130954
2020-04-01,0.015351000241935253,0.02095000073313713,0.01483600027859211,0.019030999392271042,0.019030999392271042,320236669
2020-05-01,0.019030999392271042,0.023471999913454056,0.0175199992954731,0.01978600025177002,0.01978600025177002,650591489
2020-06-01,0.01982799917459488,0.023016000166535378,0.017917999997735023,0.018939999863505363,0.018939999863505363,525746556
2020-07-01,0.01891000010073185,0.024121999740600586,0.017954999580979347,0.020576000213623047,0.020576000213623047,571326142
2020-08-01,0.020576000213623047,0.027058999985456467,0.02035599946975708,0.022485999390482903,0.022485999390482903,663802045
2020-09-01,0.022474000230431557,0.02280700020492077,0.013123000040650368,0.014166000299155712,0.014166000299155712,242223495
2020-10-01,0.014166000299155712,0.014546999707818031,0.010706000030040741,0.011295000091195107,0.011295000091195107,173647645
2020-11-01,0.011295000091195107,0.017260000109672546,0.01068899966776371,0.014562999829649925,0.014562999829649925,279376879
2020-12-01,0.014561999589204788,0.01571900025010109,0.012090999633073807,0.01256799977272749,0.01256799977272749,225318202
2021-01-01,0.01256799977272749,0.039149001240730286,0.012423999607563019,0.02453400008380413,0.02453400008380413,1217698161
2021-02-01,0.024473000317811966,0.2854210138320923,0.022778000682592392,0.13114599883556366,0.13114599883556366,10798295627
2021-03-01,0.1313370019197464,0.26940399408340454,0.13096000254154205,0.18854600191116333,0.18854600191116333,10316817141
2021-04-01,0.188619002699852,0.2639339864253998,0.11239200085401535,0.17149600386619568,0.17149600386619568,8328349435
2021-05-01,0.17125000059604645,0.20412500202655792,0.05390699952840805,0.08431100100278854,0.08431100100278854,3881369294
2021-06-01,0.08404900133609772,0.09400399774312973,0.04071599990129471,0.056398000568151474,0.056398000568151474,1447409302
2021-07-01,0.05643700063228607,0.06876900047063828,0.04714199900627136,0.06613200157880783,0.06613200157880783,1476783159
2021-08-01,0.0659089982509613,0.1768759936094284,0.06253500282764435,0.1285250037908554,0.1285250037908554,5449469986
2021-09-01,0.1284549981355667,0.1662600040435791,0.08815599977970123,0.10646700114011765,0.10646700114011765,2092262553
