Date,Open,High,Low,Close,Adj Close,Volume
2020-11-01,0.6091160178184509,1.1878819465637207,0.3356249928474426,0.5182399749755859,0.5182399749755859,28081899
2020-12-01,0.5182099938392639,0.8366749882698059,0.3384949862957001,0.5725250244140625,0.5725250244140625,23716884
2021-01-01,0.5723180174827576,1.032515048980713,0.4220229983329773,0.784030020236969,0.784030020236969,23551401
2021-02-01,0.783653974533081,3.703233003616333,0.7461519837379456,3.2968480587005615,3.2968480587005615,36465038
2021-03-01,3.297091007232666,3.668795108795166,1.6351460218429565,2.3188440799713135,2.3188440799713135,37560387
2021-04-01,2.3189589977264404,4.014159202575684,2.1120359897613525,3.7150440216064453,3.7150440216064453,27596588
2021-05-01,3.710153102874756,19.60491371154785,3.46309494972229,12.82093334197998,12.82093334197998,148559153
2021-06-01,12.829814910888672,13.041111946105957,4.921380043029785,6.439445972442627,6.439445972442627,74224830
2021-07-01,6.440395832061768,7.765769004821777,3.974647045135498,5.298611164093018,5.298611164093018,50764144
2021-08-01,5.293622970581055,18.977630615234375,4.953581809997559,16.64389419555664,16.64389419555664,195507246
2021-09-01,16.647409439086914,19.25371742248535,11.873723030090332,15.797179222106934,15.797179222106934,171070599
